rule,support,support_rate,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift,order,strength,business_interpretation
high_max_amount_30d_flag AND high_device_diversity_flag AND tokenised_flag,565,0.00565,14,0.024778761061946902,0.02549,-0.0007112389380530965,0.9720973347174148,3,LOW_SIGNAL,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
tokenised_flag AND high_ip_score_x_card_not_present,2915,0.02915,72,0.024699828473413378,0.02549,-0.0007901715265866208,0.969000724731792,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND card_not_present_flag AND tokenised_flag,2915,0.02915,72,0.024699828473413378,0.02549,-0.0007901715265866208,0.969000724731792,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND tokenised_flag AND high_ip_score_x_card_not_present,2915,0.02915,72,0.024699828473413378,0.02549,-0.0007901715265866208,0.969000724731792,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
card_not_present_flag AND tokenised_flag AND high_ip_score_x_card_not_present,2915,0.02915,72,0.024699828473413378,0.02549,-0.0007901715265866208,0.969000724731792,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND night_transaction_flag,3257,0.03257,80,0.024562480810561865,0.02549,-0.0009275191894381335,0.9636124288176487,2,LOW_SIGNAL,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
night_transaction_flag AND tokenised_flag AND high_ip_score_x_card_not_present,946,0.00946,22,0.023255813953488372,0.02549,-0.002234186046511627,0.9123504885636866,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND tokenised_flag,4466,0.04466,100,0.02239140170174653,0.02549,-0.003098598298253468,0.8784386701352112,2,LOW_SIGNAL,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
high_ip_score_flag AND night_transaction_flag AND tokenised_flag,1475,0.01475,32,0.02169491525423729,0.02549,-0.003795084745762709,0.8511147608567003,3,LOW_SIGNAL,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
cross_border_flag AND tokenised_flag AND high_ip_score_x_card_not_present,603,0.00603,13,0.02155887230514096,0.02549,-0.003931127694859038,0.8457776502605321,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND high_device_diversity_flag AND tokenised_flag,670,0.0067,14,0.020895522388059702,0.02549,-0.004594477611940297,0.8197537225602081,3,LOW_SIGNAL,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
high_ip_score_flag AND cross_border_flag,2029,0.02029,42,0.020699852143913258,0.02549,-0.004790147856086741,0.8120773693178995,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
card_not_present_flag AND cross_border_flag,12910,0.1291,265,0.020526723470178157,0.02549,-0.004963276529821842,0.8052853460250357,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
cross_border_flag AND high_ip_score_x_card_not_present,1318,0.01318,26,0.019726858877086494,0.02549,-0.005763141122913505,0.7739058013764808,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND card_not_present_flag AND cross_border_flag,1318,0.01318,26,0.019726858877086494,0.02549,-0.005763141122913505,0.7739058013764808,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND cross_border_flag AND high_ip_score_x_card_not_present,1318,0.01318,26,0.019726858877086494,0.02549,-0.005763141122913505,0.7739058013764808,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
card_not_present_flag AND cross_border_flag AND high_ip_score_x_card_not_present,1318,0.01318,26,0.019726858877086494,0.02549,-0.005763141122913505,0.7739058013764808,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND cross_border_flag AND tokenised_flag,916,0.00916,18,0.019650655021834062,0.02549,-0.005839344978165937,0.770916242519971,3,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
cross_border_flag AND tokenised_flag,8924,0.08924,171,0.019161810847153744,0.02549,-0.0063281891528462544,0.7517383619911238,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
night_transaction_flag AND cross_border_flag,6624,0.06624,126,0.019021739130434784,0.02549,-0.006468260869565215,0.7462431985262764,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
card_not_present_flag AND cross_border_flag AND tokenised_flag,5787,0.05787,109,0.018835320546051495,0.02549,-0.006654679453948504,0.7389297978050803,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
night_transaction_flag AND card_not_present_flag AND cross_border_flag,4293,0.04293,75,0.017470300489168415,0.02549,-0.008019699510831584,0.6853785990258303,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
night_transaction_flag AND cross_border_flag AND tokenised_flag,3016,0.03016,51,0.016909814323607428,0.02549,-0.008580185676392571,0.6633901264655719,3,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_device_diversity_flag AND high_ip_score_flag,1274,0.01274,21,0.016483516483516484,0.02549,-0.009006483516483515,0.6466660056303054,2,LOW_SIGNAL,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
high_device_diversity_flag AND high_ip_score_x_card_not_present,806,0.00806,13,0.016129032258064516,0.02549,-0.009360967741935483,0.6327592098102988,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_device_diversity_flag AND high_ip_score_flag AND card_not_present_flag,806,0.00806,13,0.016129032258064516,0.02549,-0.009360967741935483,0.6327592098102988,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_device_diversity_flag AND high_ip_score_flag AND high_ip_score_x_card_not_present,806,0.00806,13,0.016129032258064516,0.02549,-0.009360967741935483,0.6327592098102988,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_device_diversity_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,806,0.00806,13,0.016129032258064516,0.02549,-0.009360967741935483,0.6327592098102988,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_decline_rate_flag AND card_not_present_flag AND tokenised_flag,2938,0.02938,45,0.01531654186521443,0.02549,-0.010173458134785568,0.6008843415148855,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_device_diversity_flag AND night_transaction_flag,3996,0.03996,61,0.015265265265265265,0.02549,-0.010224734734734734,0.5988727055812187,2,LOW_SIGNAL,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
high_ip_score_flag AND night_transaction_flag AND cross_border_flag,658,0.00658,10,0.015197568389057751,0.02549,-0.010292431610942248,0.5962168846236858,3,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_decline_rate_flag AND tokenised_flag,4492,0.04492,68,0.015138023152270703,0.02549,-0.010351976847729295,0.5938808612110907,2,LOW_SIGNAL,User có tỷ lệ giao dịch bị từ chối cao. Đây là tín hiệu lịch sử rủi ro cần khai thác.
high_decline_rate_flag AND night_transaction_flag AND tokenised_flag,1490,0.0149,22,0.01476510067114094,0.02549,-0.01072489932885906,0.5792507128733205,3,LOW_SIGNAL,User có tỷ lệ giao dịch bị từ chối cao. Đây là tín hiệu lịch sử rủi ro cần khai thác.
high_device_diversity_flag AND cross_border_flag,2440,0.0244,36,0.014754098360655738,0.02549,-0.01073590163934426,0.5788190804494209,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_decline_rate_flag AND card_not_present_flag,6572,0.06572,96,0.014607425441265977,0.02549,-0.010882574558734022,0.5730649447338555,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_decline_rate_flag AND high_ip_score_x_card_not_present,618,0.00618,9,0.014563106796116505,0.02549,-0.010926893203883493,0.5713262768190077,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_decline_rate_flag AND high_ip_score_flag AND card_not_present_flag,618,0.00618,9,0.014563106796116505,0.02549,-0.010926893203883493,0.5713262768190077,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_decline_rate_flag AND high_ip_score_flag AND high_ip_score_x_card_not_present,618,0.00618,9,0.014563106796116505,0.02549,-0.010926893203883493,0.5713262768190077,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_decline_rate_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,618,0.00618,9,0.014563106796116505,0.02549,-0.010926893203883493,0.5713262768190077,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_device_diversity_flag AND night_transaction_flag AND tokenised_flag,1799,0.01799,26,0.014452473596442469,0.02549,-0.01103752640355753,0.566986017906727,3,LOW_SIGNAL,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
high_decline_rate_flag AND night_transaction_flag AND card_not_present_flag,2218,0.02218,32,0.014427412082957619,0.02549,-0.01106258791704238,0.5660028278916288,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_decline_rate_flag AND night_transaction_flag,3410,0.0341,49,0.01436950146627566,0.02549,-0.011120498533724339,0.563730932376448,2,LOW_SIGNAL,User có tỷ lệ giao dịch bị từ chối cao. Đây là tín hiệu lịch sử rủi ro cần khai thác.
high_device_diversity_flag AND card_not_present_flag,8101,0.08101,115,0.014195778298975436,0.02549,-0.011294221701024563,0.5569155864643168,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_device_diversity_flag AND night_transaction_flag AND card_not_present_flag,2627,0.02627,37,0.014084507042253521,0.02549,-0.011405492957746477,0.5525502958906835,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_device_diversity_flag AND card_not_present_flag AND cross_border_flag,1591,0.01591,22,0.013827781269641735,0.02549,-0.011662218730358264,0.5424786688757056,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_device_diversity_flag AND tokenised_flag,5636,0.05636,71,0.012597586941092974,0.02549,-0.012892413058907025,0.4942168278184768,2,LOW_SIGNAL,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
high_device_diversity_flag AND card_not_present_flag AND tokenised_flag,3682,0.03682,45,0.012221618685497012,0.02549,-0.013268381314502987,0.47946719048634806,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_decline_rate_flag AND high_ip_score_flag,969,0.00969,11,0.011351909184726523,0.02549,-0.014138090815273476,0.44534755530508136,2,LOW_SIGNAL,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
high_decline_rate_flag AND cross_border_flag AND tokenised_flag,854,0.00854,9,0.01053864168618267,0.02549,-0.01495135831381733,0.4134422003210149,3,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_device_diversity_flag AND high_ip_score_flag AND tokenised_flag,578,0.00578,6,0.010380622837370242,0.02549,-0.015109377162629757,0.4072429516426144,3,LOW_SIGNAL,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
high_device_diversity_flag AND cross_border_flag AND tokenised_flag,1103,0.01103,11,0.009972801450589302,0.02549,-0.015517198549410697,0.3912436818591331,3,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_device_diversity_flag AND night_transaction_flag AND cross_border_flag,824,0.00824,8,0.009708737864077669,0.02549,-0.01578126213592233,0.3808841845460051,3,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_decline_rate_flag AND card_not_present_flag AND cross_border_flag,1262,0.01262,10,0.00792393026941363,0.02549,-0.01756606973058637,0.31086427106369674,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_decline_rate_flag AND night_transaction_flag AND cross_border_flag,680,0.0068,5,0.007352941176470588,0.02549,-0.01813705882352941,0.2884637574135186,3,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_decline_rate_flag AND cross_border_flag,1968,0.01968,14,0.007113821138211382,0.02549,-0.018376178861788616,0.27908282221307895,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_device_diversity_flag AND high_decline_rate_flag AND card_not_present_flag,848,0.00848,6,0.007075471698113208,0.02549,-0.018414528301886793,0.2775783326054613,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_device_diversity_flag AND high_decline_rate_flag,1280,0.0128,9,0.00703125,0.02549,-0.01845875,0.27584346802667714,2,LOW_SIGNAL,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
high_device_diversity_flag AND high_decline_rate_flag AND tokenised_flag,585,0.00585,3,0.005128205128205128,0.02549,-0.02036179487179487,0.20118497952942835,3,LOW_SIGNAL,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
